ÀÏÀÚ,°æº¹±Ã(À¯·á),°æº¹±Ã(¹«·á),°æº¹±Ã(³»±¹ÀÎ),°æº¹±Ã(¿µ¾î±Ç),°æº¹±Ã(ÀÏº»¾î±Ç),°æº¹±Ã(Áß±¹¾î±Ç),°æº¹±Ã(±âÅ¸¿Ü±¹ÀÎ),´ö¼ö±Ã(À¯·á),´ö¼ö±Ã(¹«·á),´ö¼ö±Ã(³»±¹ÀÎ),´ö¼ö±Ã(¿µ¾î±Ç),´ö¼ö±Ã(ÀÏº»¾î±Ç),´ö¼ö±Ã(Áß±¹¾î±Ç),´ö¼ö±Ã(±âÅ¸¿Ü±¹ÀÎ),Ã¢°æ±Ã(À¯·á),Ã¢°æ±Ã(¹«·á),Ã¢°æ±Ã(³»±¹ÀÎ),Ã¢°æ±Ã(¿µ¾î±Ç),Ã¢°æ±Ã(ÀÏº»¾î±Ç),Ã¢°æ±Ã(Áß±¹¾î±Ç),Ã¢°æ±Ã(±âÅ¸¿Ü±¹ÀÎ),Ã¢´ö±Ã(À¯·á),Ã¢´ö±Ã(¹«·á),Ã¢´ö±Ã(³»±¹ÀÎ),Ã¢´ö±Ã(¿µ¾î±Ç),Ã¢´ö±Ã(ÀÏº»¾î±Ç),Ã¢´ö±Ã(Áß±¹¾î±Ç),Ã¢´ö±Ã(±âÅ¸¿Ü±¹ÀÎ)
2015-11-09,10225,1831,5104,269,243,6257,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-10,0,0,0,0,0,0,0,4065,2710,5287,196,90,960,242,1799,1182,2765,112,48,49,7,5916,2531,5202,1372,174,582,1117
2015-11-11,12131,3875,7737,339,278,7440,212,3302,2411,4832,162,77,597,45,1807,1137,2758,115,15,44,12,3924,2171,4579,649,110,261,496
2015-11-12,11228,5739,10706,260,278,5311,412,3693,2724,5713,141,81,364,118,2095,1490,3474,55,15,41,0,4029,3291,5921,683,169,108,439
2015-11-13,8408,1940,3938,114,70,6093,133,1511,1507,2492,75,21,345,85,657,762,1293,101,13,10,2,2880,937,2780,441,139,164,293
2015-11-14,10958,4118,9708,482,264,4266,356,3991,3670,7140,155,69,227,70,2346,1375,3594,55,15,52,5,5220,3108,6675,796,128,271,458
2015-11-15,18210,3673,12914,605,347,7756,261,7453,5094,11580,292,71,576,28,5217,1989,7054,88,21,23,20,7370,4596,9925,940,212,248,641
2015-11-16,10439,1844,5112,240,261,6393,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-17,0,0,0,0,0,0,0,4372,2610,5372,436,74,1001,99,1981,1381,3171,134,13,34,10,5361,3318,6354,755,241,495,834
2015-11-18,9617,2054,5881,437,346,4679,328,1091,1102,1781,86,47,254,25,328,267,561,11,14,6,3,1918,533,1651,506,78,126,90
2015-11-19,10956,3236,5744,414,198,7597,239,2186,1441,2929,153,77,342,126,754,806,1478,66,8,4,4,2959,1244,3056,663,151,112,221
2015-11-20,10972,4195,6948,329,227,7342,321,2497,2213,4300,79,45,274,12,966,756,1611,50,8,42,11,3332,1663,3386,679,183,194,553
2015-11-21,16957,4120,12204,430,373,7555,515,5951,5211,10438,213,80,380,51,2915,1624,4467,43,8,7,14,5384,4242,8054,797,213,86,476
2015-11-22,14309,3207,10044,369,538,6227,338,4572,4296,8259,177,77,301,54,2179,1339,3386,57,12,36,27,4984,2384,5998,489,177,224,480
2015-11-23,7538,2423,5430,134,90,4148,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-24,0,0,0,0,0,0,0,2152,1794,2971,175,61,730,9,573,742,1179,44,31,19,42,4307,2238,3426,1127,250,1102,640
2015-11-25,0,15228,5196,507,283,8768,474,0,3987,3284,109,41,165,388,0,1530,1530,0,0,0,0,595,4168,3410,608,254,444,47
2015-11-26,41730,2900,37802,263,344,5880,341,886,861,1223,66,49,368,41,278,452,663,28,8,24,7,1521,716,1276,594,71,89,207
2015-11-27,9147,2491,4809,344,127,5962,396,910,1362,1863,128,22,232,27,296,387,532,36,14,84,17,1746,835,1549,676,89,114,153
2015-11-28,13001,3808,7807,261,159,8254,328,2583,2497,4348,129,59,445,99,853,459,1152,55,7,70,28,2851,3331,4891,664,144,246,237
2015-11-29,9571,1661,4551,289,187,5816,389,1466,1290,2375,89,45,201,46,439,261,638,19,13,25,5,2069,742,1838,696,92,138,47
2015-11-30,8416,3872,5810,324,267,5636,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-01,0,0,0,0,0,0,0,1561,1554,2393,84,56,465,117,473,817,1146,34,12,82,16,2652,1597,2434,803,142,422,448
2015-12-02,6311,1440,3223,59,191,4204,74,601,721,1101,41,28,130,22,192,119,281,12,2,13,3,794,484,902,222,44,17,93
2015-12-03,6684,1593,3753,158,104,4040,222,806,658,1148,38,32,211,35,341,220,500,32,5,11,13,1376,494,1300,257,90,103,120
2015-12-04,7396,2637,4579,433,431,4318,272,1102,941,1506,28,38,471,0,315,394,628,32,15,26,8,1579,1276,2022,520,85,54,174
2015-12-05,9601,2370,6461,414,393,4484,219,1909,1491,3036,75,73,201,15,782,546,1197,68,12,32,19,2505,932,2669,647,44,59,18
2015-12-06,11309,2094,7435,641,430,4513,384,2058,1413,2905,105,66,378,17,747,374,1004,64,9,31,13,2940,1281,2941,1059,56,138,27
2015-12-07,7318,2024,3553,401,355,4645,388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-08,0,0,0,0,0,0,0,1566,2249,2976,103,55,574,107,452,752,1104,41,18,16,25,2814,1950,3157,936,126,177,368
2015-12-09,9406,3884,6072,337,355,6441,85,987,1009,1573,85,40,268,30,321,1247,1525,23,6,4,10,1361,1413,1943,499,96,110,126
2015-12-10,6659,4454,5168,264,206,5159,316,726,1368,1828,45,65,143,13,191,1004,1171,18,1,2,3,1179,545,1153,331,74,76,90
2015-12-11,7817,2612,5721,151,99,4129,329,1126,1283,2017,127,9,210,46,412,611,960,54,5,2,2,1624,1931,2745,466,41,74,229
2015-12-12,12878,3312,8836,254,165,6597,338,3276,2877,5351,152,50,532,68,1183,781,1821,79,11,0,53,3309,1227,3171,724,79,94,468
2015-12-13,12691,2896,8873,485,299,5788,142,2900,1953,3934,91,50,709,69,1159,648,1726,28,18,14,21,3419,1615,3447,773,148,117,549
2015-12-14,6222,1641,2645,96,338,4514,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-15,0,0,0,0,0,0,0,1237,1515,2130,56,44,449,73,377,382,660,68,14,17,0,2397,916,1675,249,100,443,846
2015-12-16,8871,2080,3772,300,97,6513,269,672,580,977,51,16,177,31,214,263,441,21,5,10,0,1149,675,961,387,54,115,307
2015-12-17,7579,2648,4272,212,166,5244,333,690,593,973,87,36,165,22,194,297,458,24,4,5,0,1133,665,1074,270,78,73,303
2015-12-18,7961,2011,3767,186,225,5480,314,795,1031,1414,40,22,341,9,231,417,614,23,6,5,0,1397,551,1012,510,45,132,249
2015-12-19,11319,2368,6260,826,436,5799,366,2307,2385,4122,112,62,372,24,764,564,1297,23,1,7,0,2817,1611,3149,734,119,70,356
2015-12-20,11205,3077,7562,306,242,5724,448,2009,2040,3402,170,45,351,81,614,427,1007,15,2,13,4,2474,1442,2645,596,139,138,398
2015-12-21,8472,2361,4203,301,124,5774,431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-22,0,0,0,0,0,0,0,1740,1249,2040,147,41,723,38,403,814,1147,50,5,15,0,2987,1357,1883,1573,217,366,305
2015-12-23,10086,1743,4221,270,108,6908,322,1082,890,1529,57,21,258,107,319,363,630,44,0,4,4,1453,853,1338,482,115,49,322
2015-12-24,9286,2847,5245,265,101,6131,391,1263,1409,2248,79,41,262,42,277,556,797,19,6,11,0,1550,580,1071,519,73,141,326
2015-12-25,13608,5630,11741,313,163,6288,733,3452,3259,6195,108,55,248,105,802,623,1388,35,2,0,0,2925,2060,3756,538,63,168,460
2015-12-26,13506,3488,9330,426,165,6194,879,2955,2305,4423,216,60,444,117,835,536,1332,32,5,0,2,3071,1736,3370,600,96,205,536
2015-12-27,10483,2702,7135,464,199,5205,182,1551,1325,2253,173,80,321,49,533,307,777,31,8,24,0,2790,954,1948,558,175,216,847
2015-12-28,8519,2237,4734,585,417,4802,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-29,0,0,0,0,0,0,0,2032,1285,2363,122,41,738,53,387,469,746,83,7,16,4,3697,1426,2772,923,173,303,952
2015-12-30,0,17518,4565,656,1122,9895,1280,0,3564,2738,177,76,215,358,0,2156,2156,0,0,0,0,618,4504,3378,973,339,429,3
2015-12-31,10583,1903,5835,350,410,5513,378,1387,1209,2174,87,65,245,25,423,327,659,64,9,13,5,2241,754,1822,357,127,141,548
